,mean,mean_se,mean_ci_lower,mean_ci_upper
2025-01-10,5.209405320252682,0.26287292954252117,4.694183845838806,5.724626794666559
2025-01-13,5.209405320252682,0.26342675241831864,4.693098372948429,5.725712267556936
2025-01-14,5.209405320252682,0.26397941338872805,4.692015177350765,5.7267954631546
2025-01-15,5.209405320252682,0.26453091973614695,4.690934244772579,5.727876395732786
2025-01-16,5.209405320252682,0.2650812786672168,4.689855561089112,5.728955079416253
2025-01-17,5.209405320252682,0.2656304973139219,4.688779112321932,5.730031528183433
2025-01-21,5.209405320252682,0.26617858273466766,4.687704884636819,5.731105755868546
2025-01-22,5.209405320252682,0.2667255419153388,4.68663286434169,5.732177776163675
2025-01-23,5.209405320252682,0.26727138177033843,4.685563037884564,5.733247602620801
2025-01-24,5.209405320252682,0.26781610914360776,4.684495391851563,5.734315248653802
2025-01-27,5.209405320252682,0.26835973080962733,4.683429912964949,5.735380727540416
2025-01-28,5.209405320252682,0.26890225347440005,4.682366588081198,5.736444052424167
2025-01-29,5.209405320252682,0.26944368377641614,4.681305404189107,5.737505236316258
2025-01-30,5.209405320252682,0.26998402828760104,4.680246348407941,5.738564292097424
2025-01-31,5.209405320252682,0.2705232935142462,4.679189407985602,5.739621232519763
2025-02-03,5.209405320252682,0.27106148589792284,4.678134570296842,5.740676070208523
2025-02-04,5.209405320252682,0.27159861181638,4.677081822841503,5.741728817663862
2025-02-05,5.209405320252682,0.272134677584426,4.676031153242788,5.742779487262577
2025-02-06,5.209405320252682,0.272669689454795,4.674982549245564,5.743828091259801
2025-02-07,5.209405320252682,0.2732036536189975,4.673935998714692,5.744874641790673
2025-02-10,5.209405320252682,0.2737365762081568,4.6728914896333915,5.745919150871973
2025-02-11,5.209405320252682,0.27426846329382976,4.671849010101631,5.746961630403734
2025-02-12,5.209405320252682,0.2747993208888146,4.6708085483345405,5.748002092170824
2025-02-13,5.209405320252682,0.2753291549479432,4.669770092660865,5.7490405478444995
2025-02-14,5.209405320252682,0.27585797136886103,4.668733631521434,5.750077008983931
2025-02-18,5.209405320252682,0.2763857759927927,4.6676991534676535,5.751111487037711
2025-02-19,5.209405320252682,0.27691257460529495,4.666666647160044,5.752143993345321
2025-02-20,5.209405320252682,0.27743837293699636,4.665636101366777,5.753174539138588
2025-02-21,5.209405320252682,0.2779631766643249,4.6646075049622615,5.754203135543103
2025-02-24,5.209405320252682,0.2784869914102228,4.66358084692573,5.755229793579635
2025-02-25,5.209405320252682,0.27900982274484953,4.662556116339873,5.756254524165492
2025-02-26,5.209405320252682,0.27953167618627267,4.661533302389476,5.757277338115889
2025-02-27,5.209405320252682,0.2800525572011476,4.66051239436009,5.758298246145275
2025-02-28,5.209405320252682,0.2805724712053855,4.659493381636725,5.75931725886864
2025-03-03,5.209405320252682,0.28109142356481054,4.658476253702561,5.760334386802804
2025-03-04,5.209405320252682,0.2816094195958057,4.657461000137675,5.76134964036769
2025-03-05,5.209405320252682,0.2821264645659485,4.656447610617808,5.762363029887557
2025-03-06,5.209405320252682,0.28264256369463575,4.655436074913128,5.763374565592237
2025-03-07,5.209405320252682,0.2831577221536984,4.654426382887034,5.764384257618331
2025-03-10,5.209405320252682,0.28367194506800614,4.653418524494966,5.765392116010399
2025-03-11,5.209405320252682,0.2841852375160623,4.65241248978324,5.766398150722125
2025-03-12,5.209405320252682,0.28469760453058884,4.651408268887901,5.767402371617464
2025-03-13,5.209405320252682,0.2852090510991024,4.650405852033598,5.768404788471767
2025-03-14,5.209405320252682,0.28571958216448035,4.649405229532468,5.7694054109728965
2025-03-17,5.209405320252682,0.2862292026255184,4.648406391783049,5.770404248722316
2025-03-18,5.209405320252682,0.28673791733747894,4.647409329269201,5.771401311236164
2025-03-19,5.209405320252682,0.2872457311126307,4.64641403255905,5.772396607946315
2025-03-20,5.209405320252682,0.28775264872077994,4.645420492303948,5.7733901482014165
2025-03-21,5.209405320252682,0.28825867488979307,4.644428699237448,5.774381941267917
2025-03-24,5.209405320252682,0.28876381430611114,4.643438644174292,5.775371996331073
2025-03-25,5.209405320252682,0.28926807161525636,4.642450318009427,5.776360322495938
2025-03-26,5.209405320252682,0.2897714514223303,4.641463711717018,5.777346928788347
2025-03-27,5.209405320252682,0.2902739582925047,4.640478816349491,5.778331824155874
2025-03-28,5.209405320252682,0.29077559675150455,4.639495623036591,5.7793150174687735
2025-03-31,5.209405320252682,0.2912763712860836,4.638514122984442,5.780296517520923
2025-04-01,5.209405320252682,0.2917762863444925,4.637534307474631,5.781276333030734
2025-04-02,5.209405320252682,0.2922753463369398,4.63655616786331,5.782254472642055
2025-04-03,5.209405320252682,0.292773555636046,4.635579695580298,5.783230944925067
2025-04-04,5.209405320252682,0.29327091857729054,4.634604882128214,5.7842057583771505
2025-04-07,5.209405320252682,0.29376743945945166,4.633631719081606,5.785178921423759
2025-04-08,5.209405320252682,0.29426312254504033,4.632660198086107,5.786150442419258
2025-04-09,5.209405320252682,0.2947579720607269,4.631690310857595,5.78712032964777
2025-04-10,5.209405320252682,0.29525199219776166,4.630722049181369,5.788088591323996
2025-04-11,5.209405320252682,0.29574518711238895,4.629755404911341,5.789055235594024
2025-04-14,5.209405320252682,0.29623756092625525,4.6287903699692325,5.790020270536132
2025-04-15,5.209405320252682,0.29672911772681093,4.627826936343787,5.790983704161578
2025-04-16,5.209405320252682,0.29721986156770624,4.626865096089998,5.791945544415367
2025-04-17,5.209405320252682,0.29770979646918116,4.625904841328338,5.792905799177027
2025-04-21,5.209405320252682,0.2981989264184499,4.624946164244011,5.793864476261354
2025-04-22,5.209405320252682,0.2986872553700793,4.623989057086209,5.794821583419155
2025-04-23,5.209405320252682,0.2991747872463617,4.62303351216738,5.795777128337985
2025-04-24,5.209405320252682,0.29966152593768297,4.622079521862508,5.796731118642857
2025-04-25,5.209405320252682,0.30014747530288416,4.621127078608404,5.797683561896961
2025-04-28,5.209405320252682,0.30063263916961896,4.620176174903004,5.798634465602361
2025-04-29,5.209405320252682,0.3011170213347049,4.619226803304682,5.799583837200683
2025-04-30,5.209405320252682,0.30160062556447054,4.61827895643157,5.800531684073795
2025-05-01,5.209405320252682,0.30208345559509675,4.617332626960888,5.801478013544477
2025-05-02,5.209405320252682,0.3025655151329537,4.616387807628285,5.80242283287708
2025-05-05,5.209405320252682,0.30304680785493265,4.615444491227184,5.8033661492781805
2025-05-06,5.209405320252682,0.3035273374087733,4.614502670608149,5.8043079698972155
2025-05-07,5.209405320252682,0.3040071074133862,4.613562338678246,5.805248301827119
2025-05-08,5.209405320252682,0.3044861214591709,4.612623488400419,5.806187152104946
2025-05-09,5.209405320252682,0.30496438310832924,4.611686112792881,5.807124527712483
2025-05-12,5.209405320252682,0.30544189589517456,4.610750204928507,5.8080604355768575
2025-05-13,5.209405320252682,0.3059186633264363,4.609815757934233,5.808994882571132
2025-05-14,5.209405320252682,0.30639468888156063,4.608882764990469,5.809927875514896
2025-05-15,5.209405320252682,0.3068699760130065,4.60795121933052,5.810859421174845
2025-05-16,5.209405320252682,0.30734452814653784,4.607021114240012,5.811789526265353
2025-05-19,5.209405320252682,0.30781834868151187,4.606092443056327,5.812718197449038
2025-05-20,5.209405320252682,0.3082914409911629,4.605165199168048,5.813645441337317
2025-05-21,5.209405320252682,0.30876380842288254,4.604239376014408,5.814571264490957
2025-05-22,5.209405320252682,0.3092354542984962,4.603314967084748,5.8154956734206165
2025-05-23,5.209405320252682,0.3097063819145356,4.6023919659179855,5.816418674587379
2025-05-27,5.209405320252682,0.31017659454250734,4.601470366102085,5.81734027440328
2025-05-28,5.209405320252682,0.3106460954291585,4.600550161273539,5.818260479231826
2025-05-29,5.209405320252682,0.3111148877967377,4.5996313451168565,5.819179295388508
2025-05-30,5.209405320252682,0.3115829748432535,4.598713911364056,5.820096729141309
2025-06-02,5.209405320252682,0.31205035974272866,4.597797853794167,5.821012786711198
2025-06-03,5.209405320252682,0.31251704564545146,4.596883166232738,5.821927474272627
2025-06-04,5.209405320252682,0.31298303567822333,4.59596984255135,5.822840797954015
2025-06-05,5.209405320252682,0.3134483329446033,4.59505787666714,5.8237527638382245
2025-06-06,5.209405320252682,0.31391294052514895,4.594147262542327,5.824663377963038
2025-06-09,5.209405320252682,0.31437686147765476,4.593237994183742,5.825572646321623
2025-06-10,5.209405320252682,0.3148400988373866,4.592330065642374,5.826480574862991
2025-06-11,5.209405320252682,0.3153026556173135,4.591423471012912,5.827387169492453
2025-06-12,5.209405320252682,0.31576453480833633,4.590518204433299,5.828292436072066
2025-06-13,5.209405320252682,0.3162257393795133,4.589614260084287,5.829196380421078
