,Open,High,Low,Close,Volume,Dividends,Stock Splits,rolling_mean_5,rolling_std_5,rolling_mean_10,rolling_std_10,rolling_mean_20,rolling_std_20
2010-03-01,6.176638058847603,6.289213652981877,6.167632219738969,6.273903846740723,550093600,0.0,0.0,6.084056663513183,0.13400677861954877,6.076971864700317,0.09269428575219148,5.983173990249634,0.12686961833094476
2010-03-02,6.3021232242704155,6.329141547627947,6.236379265372259,6.269701957702637,566546400,0.0,0.0,6.154844284057617,0.11502014671689158,6.0933328628540036,0.1110306067668091,6.004368281364441,0.13766267647325317
2010-03-03,6.272404662139387,6.300323214311435,6.242384653230018,6.284111976623535,372052800,0.0,0.0,6.206899261474609,0.09863719450497563,6.113686609268188,0.12606933963612002,6.024586868286133,0.14772267725481272
2010-03-04,6.282610014377256,6.331842526899397,6.263096092071562,6.325538158416748,366041200,0.0,0.0,6.259194087982178,0.0687690400942416,6.137042284011841,0.142203451037666,6.041818356513977,0.161789854652882
2010-03-05,6.452524439186623,6.595420266955474,6.4432179894761905,6.57290506362915,899620400,0.0,0.0,6.345232200622559,0.12918109506884873,6.188917112350464,0.1938478129164091,6.082195353507996,0.18783585319248533
2010-03-08,6.604725566434544,6.6071268297916586,6.551890157154248,6.576807022094727,429889600,0.0,0.0,6.405812835693359,0.15567604057562467,6.244934749603272,0.2179676253078921,6.117649102210999,0.21074687667188324
2010-03-09,6.553691701350062,6.754526066805222,6.541083364705562,6.695086479187012,920259200,0.0,0.0,6.4908897399902346,0.17741391569307866,6.322867012023925,0.22635706740106384,6.161028242111206,0.23569440941138395
2010-03-10,6.719402198168654,6.768935316065636,6.70048949485355,6.749722003936768,596218000,0.0,0.0,6.584011745452881,0.16338707710222264,6.3954555034637455,0.23599272501638024,6.204032063484192,0.26070859502516197
2010-03-11,6.721805415914415,6.76953649520874,6.704093139701463,6.76953649520874,405700400,0.0,0.0,6.67281141281128,0.09349502769916207,6.466002750396728,0.23131994025032604,6.249632692337036,0.27621020593237006
2010-03-12,6.825672280971133,6.836479768499871,6.7770401903387425,6.802557468414307,416323600,0.0,0.0,6.7187418937683105,0.08841662138816099,6.531987047195434,0.2228090224155828,6.291555786132813,0.2936694289154243
2010-03-15,6.765934032798199,6.769535727622992,6.611930516123886,6.719703197479248,493502800,0.0,0.0,6.747321128845215,0.041956968046776066,6.576566982269287,0.20964293793565222,6.326769423484802,0.3009509433559998
2010-03-16,6.729909958561907,6.753925800243838,6.679776418097007,6.738015174865723,446908000,0.0,0.0,6.755906867980957,0.03174553607489909,6.623398303985596,0.1842459411553611,6.3583655834198,0.30961063167276126
2010-03-17,6.751524309104,6.798055354266688,6.702592000360965,6.728108882904053,450956800,0.0,0.0,6.751584243774414,0.034176623127755816,6.667797994613648,0.14206996305183814,6.390742301940918,0.31287237283864267
2010-03-18,6.72750718918501,6.754525911685149,6.682777796293037,6.744019031524658,342109600,0.0,0.0,6.7464807510375975,0.032698957123720014,6.709646081924438,0.07660149149439878,6.4233441829681395,0.31407190232706345
2010-03-19,6.748223046207236,6.76173200885215,6.64135097491963,6.671971797943115,559445600,0.0,0.0,6.720363616943359,0.028606597057854836,6.719552755355835,0.06195869618526967,6.454234933853149,0.3061315179691506
2010-03-22,6.6185353672307645,6.784546801414264,6.6089287102187075,6.747021198272705,456419600,0.0,0.0,6.725827217102051,0.03096080359064391,6.736574172973633,0.03656167500362575,6.490754461288452,0.2945260589768926
2010-03-23,6.773737958196178,6.8680016691918215,6.727506726719784,6.855392932891846,602431200,0.0,0.0,6.749302768707276,0.06655356153831797,6.752604818344116,0.049281118510105026,6.537735915184021,0.27206503347359284
2010-03-24,6.833779267435768,6.9106309197461835,6.829876162240197,6.885714054107666,597780400,0.0,0.0,6.780823802947998,0.08790404741088644,6.766204023361206,0.06473710255945708,6.580829763412476,0.2540434539505126
2010-03-25,6.932245536527236,6.933746977581992,6.792051183519106,6.8040595054626465,542284400,0.0,0.0,6.792831897735596,0.08569250430251586,6.769656324386597,0.06584559410128576,6.617829537391662,0.22729860700293036
2010-03-26,6.873105085176796,6.963165075622817,6.861096765801277,6.931644439697266,640875200,0.0,0.0,6.844766426086426,0.07167391973975433,6.782565021514893,0.08334139959029993,6.657276034355164,0.20815650112728729
2010-03-29,6.994688673349031,7.02080557362131,6.9532607603327214,6.976375579833984,540744400,0.0,0.0,6.890637302398682,0.06669849399529937,6.808232259750366,0.09974130559688069,6.692399621009827,0.1991337039817448
2010-03-30,7.10275878743343,7.129177092314952,7.032211107514656,7.0802435874938965,527310000,0.0,0.0,6.935607433319092,0.10294606694240836,6.842455101013184,0.1277509065632683,6.732926702499389,0.1908886628184643
2010-03-31,7.069437194560951,7.103059691456705,7.038516169055862,7.054726600646973,430659600,0.0,0.0,6.969409942626953,0.1099756215643444,6.875116872787475,0.1367068500909834,6.7714574337005615,0.17240700340010168
2010-04-01,7.127077642830907,7.16670351029104,6.987183869403366,7.083848476409912,603145200,0.0,0.0,7.025367736816406,0.06796614349269005,6.909099817276001,0.14260773664617615,6.8093729496002195,0.15126688825824372
2010-04-05,7.054127519702874,7.160098153974916,7.0478227499419175,7.1594977378845215,684507600,0.0,0.0,7.070938396453857,0.06576656124080749,6.957852411270141,0.13570145575361836,6.838702583312989,0.15964063527420969
2010-04-06,7.150792930825467,7.2120337758677495,7.1147687628669996,7.1910200119018555,447017200,0.0,0.0,7.113867282867432,0.05823225898875319,7.002252292633057,0.13162986861432863,6.869413232803344,0.1655760155914357
2010-04-07,7.191321239530492,7.262469366072223,7.164603115958458,7.222842693328857,628502000,0.0,0.0,7.142387104034424,0.07113749037148195,7.0389972686767575,0.13724605701433545,6.895801043510437,0.17792505183011859
2010-04-08,7.218038405521282,7.251060494822566,7.145990064932344,7.203328609466553,572989200,0.0,0.0,7.17210750579834,0.054440706209969124,7.070758724212647,0.13455666572257582,6.918481373786927,0.18700342351177734
2010-04-09,7.247757783474007,7.2615673544744235,7.218638001958876,7.258564472198486,334182800,0.0,0.0,7.207050704956055,0.0368618261356202,7.116209220886231,0.10874767728262628,6.942932772636413,0.19814267142562578
2010-04-12,7.270873032379916,7.29699073478853,7.259165317955011,7.273575305938721,333026400,0.0,0.0,7.229866218566895,0.0353435866041325,7.150402307510376,0.09743531778675199,6.9664836645126345,0.2083110294959769
2010-04-13,7.260666061488773,7.288884816954884,7.238150056615978,7.277776718139648,306210800,0.0,0.0,7.2472175598144535,0.03270213845368916,7.180542421340943,0.08319818660554046,6.9943873405456545,0.21087620199487817
2010-04-14,7.36333083902337,7.3792414564983995,7.327006886501907,7.375638961791992,404076400,0.0,0.0,7.27777681350708,0.06226215117591794,7.210081958770752,0.09520411148875567,7.026268529891968,0.2181506704662664
